cluster_rank	cluster_X	cluster_Y	best_adjusted_pvalue
475	Lysine	Lithocholic Acid	0.014741973801420939
476	Deoxycholic Acid	Taurolithocholic acid	0.015856074640039346
477	Taurolithocholic acid	Deoxycholic Acid	0.015856074640039346
478	Glycocholic acid	Proline	0.015941803282651674
479	Proline	Glycocholic acid	0.015941803282651674
480	Butyric Acid	Glycocholic acid	0.017469179359886157
481	Isovaleric acid	L-ornithine	0.017469179359886157
482	Glycocholic acid	Butyric Acid	0.017469179359886157
483	L-ornithine	Isovaleric acid	0.017469179359886157
484	Propionic Acid	Taurolithocholic acid	0.01789597940868085
485	Taurolithocholic acid	Propionic Acid	0.01789597940868085
486	Hyocholic Acid	Glycochenodeoxycholic Acid	0.019110387728639648
487	Glycochenodeoxycholic Acid	Hyocholic Acid	0.019110387728639648
488	Lithocholic Acid	Proline	0.019397975210418552
489	Proline	Lithocholic Acid	0.019397975210418552
490	Lysine	Leucine	0.019408887856994805
491	Leucine	Lysine	0.019408887856994805
492	Propionic Acid	Chenodeoxycholic acid	0.019691999533105294
493	Chenodeoxycholic acid	Propionic Acid	0.019691999533105294
494	alpha-Muricholic acid	Serine	0.019794798318218027
495	Serine	alpha-Muricholic acid	0.019794798318218027
496	Alanine	Tyrosine	0.019990310366498294
497	Tyrosine	Alanine	0.019990310366498294
498	Chenodeoxycholic acid	Glycodeoxycholic Acid	0.02001450530007337
499	Glycodeoxycholic Acid	Chenodeoxycholic acid	0.02001450530007337
500	Alanine	Valine	0.02001450530007337
501	Valine	Alanine	0.02001450530007337
502	Propionic Acid	Gamma-Aminobutyric Acid	0.02049291614695704
503	Gamma-Aminobutyric Acid	Propionic Acid	0.02049291614695704
504	Cholic Acid	Glycodeoxycholic Acid	0.02050567540802151
505	Glycodeoxycholic Acid	Cholic Acid	0.02050567540802151
506	Hyocholic Acid	Taurolithocholic acid	0.02118659624291863
507	Taurolithocholic acid	Hyocholic Acid	0.02118659624291863
508	Acetic Acid	Histidine	0.022085973190104486
509	Histidine	Acetic Acid	0.022085973190104486
510	Cholic Acid	Hyocholic Acid	0.0225034224561349
511	Hyocholic Acid	Cholic Acid	0.0225034224561349
512	Lithocholic Acid	Aspartic Acid	0.022619205573340916
513	Aspartic Acid	Lithocholic Acid	0.022619205573340916
514	Glycine	Phenylalanine	0.02283841252631927
515	Phenylalanine	Glycine	0.02283841252631927
516	Lithocholic Acid	Threonine	0.023267777005006568
517	Threonine	Lithocholic Acid	0.023267777005006568
518	Glycocholic acid	Glutamine	0.024131786710969324
519	Glutamine	Glycocholic acid	0.024131786710969324
520	Glycocholic acid	Threonine	0.025470398040991004
521	Threonine	Glycocholic acid	0.025470398040991004
522	Deoxycholic Acid	Glycochenodeoxycholic Acid	0.025706714442305486
523	Glycochenodeoxycholic Acid	Deoxycholic Acid	0.025706714442305486
524	Deoxycholic Acid	Lysine	0.026070664244247806
525	Lysine	Deoxycholic Acid	0.026070664244247806
526	Taurolithocholic acid	Lysine	0.02608648579092924
527	Lysine	Taurolithocholic acid	0.02608648579092924
528	Butyric Acid	Taurocholic acid	0.026102619201323802
529	Taurocholic acid	Butyric Acid	0.026102619201323802
530	Butyric Acid	Tryptophan	0.02693455087304838
531	Tryptophan	Butyric Acid	0.02693455087304838
532	Propionic Acid	Valine	0.02706954603583386
533	Valine	Propionic Acid	0.02706954603583386
534	Butyric Acid	Glutamine	0.027086602522844803
535	Glutamine	Butyric Acid	0.027086602522844803
536	Deoxycholic Acid	Taurine	0.02738914766117034
537	Taurine	Deoxycholic Acid	0.02738914766117034
538	Butyric Acid	Glycochenodeoxycholic Acid	0.02919707458679486
539	Glycochenodeoxycholic Acid	Butyric Acid	0.02919707458679486
540	Cholic Acid	Methionine	0.029599208580155176
541	Methionine	Cholic Acid	0.029599208580155176
542	Aspartic Acid	Methionine	0.031049361744510225
543	Methionine	Aspartic Acid	0.031049361744510225
544	Glycine	L-ornithine	0.03112088051379463
545	L-ornithine	Glycine	0.03112088051379463
546	Glycodeoxycholic Acid	Alanine	0.031353458827094165
547	Alanine	Glycodeoxycholic Acid	0.031353458827094165
548	Taurocholic acid	Proline	0.03357573936644727
549	Proline	Taurocholic acid	0.03357573936644727
550	Acetic Acid	Taurolithocholic acid	0.03394044749534152
551	Hyocholic Acid	Taurodeoxycholic acid	0.03394044749534152
552	Taurolithocholic acid	Acetic Acid	0.03394044749534152
553	Taurodeoxycholic acid	Hyocholic Acid	0.03394044749534152
554	Serine	L-ornithine	0.03394044749534152
555	L-ornithine	Serine	0.03394044749534152
556	Phenylalanine	Tryptophan	0.03394044749534152
557	Tryptophan	Phenylalanine	0.03394044749534152
558	Lithocholic Acid	Tryptophan	0.03585961548079627
559	Tryptophan	Lithocholic Acid	0.03585961548079627
560	Acetic Acid	Gamma-Aminobutyric Acid	0.03618073746318534
561	Gamma-Aminobutyric Acid	Acetic Acid	0.03618073746318534
562	Chenodeoxycholic acid	Lysine	0.03680839213705683
563	Lysine	Chenodeoxycholic acid	0.03680839213705683
564	Glycine	l-Isoleucine	0.03901928252978859
565	l-Isoleucine	Glycine	0.03901928252978859
566	Arginine	Tyrosine	0.03973606143183133
567	Tyrosine	Arginine	0.03973606143183133
568	Deoxycholic Acid	Histidine	0.040035230133615325
569	Histidine	Deoxycholic Acid	0.040035230133615325
570	Arginine	L-ornithine	0.041926537477892004
571	L-ornithine	Arginine	0.041926537477892004
572	Acetic Acid	Taurodeoxycholic acid	0.04225516575330014
573	Taurodeoxycholic acid	Acetic Acid	0.04225516575330014
574	Propionic Acid	Glutamine	0.042621832030841834
575	Glutamine	Propionic Acid	0.042621832030841834
576	Glycodeoxycholic Acid	Glycine	0.04264587938112407
577	Glycine	Glycodeoxycholic Acid	0.04264587938112407
578	Deoxycholic Acid	Taurochenodeoxycholic acid	0.0431891672476238
579	Taurochenodeoxycholic acid	Deoxycholic Acid	0.0431891672476238
580	Isovaleric acid	Hyocholic Acid	0.04498525794231566
581	Hyocholic Acid	Isovaleric acid	0.04498525794231566
582	Hyocholic Acid	Gamma-Aminobutyric Acid	0.046305478724235835
583	Alanine	Phenylalanine	0.046305478724235835
584	Gamma-Aminobutyric Acid	Hyocholic Acid	0.046305478724235835
585	Phenylalanine	Alanine	0.046305478724235835
586	Glycodeoxycholic Acid	Taurodeoxycholic acid	0.04782293873717925
587	Taurodeoxycholic acid	Glycodeoxycholic Acid	0.04782293873717925
588	Acetic Acid	Glycolithocholic acid	0.04844653060032369
589	Glycolithocholic acid	Acetic Acid	0.04844653060032369
